OID_,Nimi,Namn,OLOTILA,TOIMENPIDE,PAIVITTAJA,PAIVITYSAJ,TYYPPI,NIMISTOLAJ,TALLENNUSA,LUOKKA,TALLENTAJA,GlobalID,x,y,Kunta
5203,Suunnistajanpolku,Orienterarstigen,1, ,tarja.itatalo@vantaa.fi,6/4/2024 0:00,katu, ,3/18/2021 0:00,433,sari.simonen@vantaa.fi,{72599610-2DFC-4E09-A462-E74DE23D6E1A},395479.1986,6680178.475,Vantaa
5204,Savukvartsinkatu,Rökkvartsgatan,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{DFC47736-18BA-4B4E-8AFC-66BA160DC44A},381790.4125,6688737.872,Vantaa
5205,Karneolikatu,Karneolgatan,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{38A356D0-B72E-4595-A001-77DD98420D2A},381757.8458,6688761.968,Vantaa
5206,Karneolikuja,Karneolgränden,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{E5003ED0-7A97-4342-87C7-AC3476A96B5A},381784.4808,6688788.175,Vantaa
5207,Karneolipolku,Karneolstigen,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{71299533-75B0-4286-9D4B-52AE41B562F6},381797.105,6688821.266,Vantaa
5208,Karneolipiha,Karneolgården,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{8866A3FB-8242-4779-BC36-9552ED086FEA},381711.083,6688752.766,Vantaa
5209,Sporttilaituri,Sportkajen,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{6FD2EB12-9D56-47AA-861E-27927B780490},381741.7504,6688837.85,Vantaa
5210,Lumikvartsinsilta,Snökvartsbron,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{3C1DB8EC-0FCF-4D68-B07A-77A6F46D9E42},381829.9141,6688867.966,Vantaa
5211,Jadekatu,Jadegatan,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{22665E9F-C5D3-476A-B024-FF48FB1915C9},381833.0492,6688595.79,Vantaa
5212,Jadepolku,Jadestigen,1, ,tarja.itatalo@vantaa.fi,12/8/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{270A88B0-5AB1-4DC6-A401-52841D514B2C},381745.2848,6688561.326,Vantaa
5213,Jadekuja,Jadegränden,1, ,tarja.itatalo@vantaa.fi,12/8/2023 0:00,katu, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{44812A2D-0A74-4776-BBC5-A5B59B7146E3},381771.9511,6688609.568,Vantaa
5214,Onnenkivenpuisto,Lyckostensparken,2, ,ville.leppanen@vantaa.fi,3/30/2021 0:00,rakennettu luonnonkohde, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{9AE38AC5-1D4C-4740-B116-F600561BAF4D},381705.0147,6688555.037,Vantaa
5215,Villakoiranpuisto,Pudelparken,1, ,tarja.itatalo@vantaa.fi,12/12/2023 0:00,rakennettu luonnonkohde, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{BF5A050C-E40F-4A46-98C3-4A5F4AC22761},381816.5066,6688809.057,Vantaa
5216,Onnenkivenpuisto,Lyckostensparken,1, ,tarja.itatalo@vantaa.fi,12/8/2023 0:00,rakennettu luonnonkohde, ,3/30/2021 0:00,433,ville.leppanen@vantaa.fi,{7E9E6193-38CB-4BE8-BC32-6AC590A8B5F0},381738.1447,6688655.128,Vantaa
5217,Tolkinkylänkuja,Tolkbygränden,1, ,ritva.myyrylainen@vantaa.fi,4/8/2021 0:00,katu, ,4/8/2021 0:00,433,ritva.myyrylainen@vantaa.fi,{B32D8523-5E43-47FA-9194-CC245E0B1FA7},385365.0355,6684365.806,Vantaa
5218,Lillas, ,1, ,tarja.itatalo@vantaa.fi,4/12/2021 0:00, , ,4/12/2021 0:00,433,tarja.itatalo@vantaa.fi,{260A493A-DB21-48EB-9522-8F3074534DC2},382997.1466,6685427.269,Vantaa
5219,Puosunkuja,Båtsmansgränden,1, ,ritva.myyrylainen@vantaa.fi,10/27/2022 0:00, , ,4/12/2021 0:00,433,tarja.itatalo@vantaa.fi,{1BB69A02-9C5C-4FA7-A90C-78A1AAD63285},382578.2823,6685388.045,Vantaa
5220,Sillbölensilta,Sillbölebron,1, ,tarja.itatalo@vantaa.fi,11/18/2021 0:00, , ,4/12/2021 0:00,433,tarja.itatalo@vantaa.fi,{3DC84014-B739-4094-AAFC-8FF029D80332},383043.6925,6684680.541,Vantaa
5221,HAKUNILANTIE,HÅKANSBÖLEVÄGEN,2, ,leena.kaunismaki@vantaa.fi,5/5/2021 0:00, , ,5/5/2021 0:00,433,leena.kaunismaki@vantaa.fi,{EFC0E90D-A876-406C-8D7C-758F788B5278},395121.6763,6683123.851,Vantaa
5222,Skattmansbynniitty,Skattmansbyängen,1, ,tarja.itatalo@vantaa.fi,6/30/2022 0:00, , ,5/11/2021 0:00,433,vuokko.rova@vantaa.fi,{1806A2D4-CC39-453C-9943-840FD093F84F},386579.5449,6684666.363,Vantaa
5223,Krakanojan luonnonsuojelualue,Skrakabäckens naturskyddsområde,1, ,tarja.itatalo@vantaa.fi,6/30/2022 0:00, , ,5/11/2021 0:00,433,vuokko.rova@vantaa.fi,{A07020A4-5AF9-45C4-9A78-D899DB7C1EAF},386396.714,6684673.829,Vantaa
5224,Illenoja,Illebäcken,1, ,tarja.itatalo@vantaa.fi,6/30/2022 0:00, , ,5/11/2021 0:00,433,vuokko.rova@vantaa.fi,{3F7CC3A3-593F-4871-949B-3D2F24940BA7},386800.0695,6684515.61,Vantaa
5225,Kuninkaantammenrinne,Kungseksbramten,1, ,tarja.itatalo@vantaa.fi,11/15/2022 0:00,katu, ,5/14/2021 0:00,433,marko.hoffren@vantaa.fi,{27C20076-BFAD-40B1-92C4-411DCE2C5743},382300.1223,6681889.376,Vantaa
5226,Laitilantie,Letalavägen,1, ,tarja.itatalo@vantaa.fi,11/15/2022 0:00,katu, ,5/14/2021 0:00,433,marko.hoffren@vantaa.fi,{17B7B280-A38F-4E2D-8E4E-BE97F931B38E},382354.7791,6681871.622,Vantaa
5227,Kaarelantaival,Kårbölestråket,1, ,tarja.itatalo@vantaa.fi,11/15/2022 0:00,katu, ,5/14/2021 0:00,433,marko.hoffren@vantaa.fi,{2F5B31F7-64A3-4E4B-8C0B-225C7C30E027},382335.513,6681966.835,Vantaa
5228,Vanha Yhtiönkuja,Gamla Bolagsgränden,1, ,tarja.itatalo@vantaa.fi,6/30/2022 0:00,katu, ,5/14/2021 0:00,433,marko.hoffren@vantaa.fi,{865C0757-A11D-416F-8BEA-88783877A157},382444.047,6682284.943,Vantaa
5229,Jyrinäkaivoksenpolku,Dundergruvsstigen,1, ,tarja.itatalo@vantaa.fi,1/18/2023 0:00,katu, ,5/14/2021 0:00,433,marko.hoffren@vantaa.fi,{8C456EE9-633A-4597-AD39-AAAB0C69406B},382401.1971,6682491.31,Vantaa
5230,Viita-alhon oja,Vittalsbäcken,1, ,tarja.itatalo@vantaa.fi,5/27/2021 0:00, , ,5/27/2021 0:00,433,tarja.itatalo@vantaa.fi,{E7E37FBB-5635-434A-89FB-44CCC8A358B6},379714.9624,6685604.025,Vantaa
5231,Kalkkivuorentie,Kalkbergsvägen,1,Uusi,ritva.myyrylainen@vantaa.fi,6/21/2021 0:00,katu, ,6/16/2021 0:00,433,ritva.myyrylainen@vantaa.fi,{FEBC7047-4F87-4277-9F42-D194CB879CFE},393140.2205,6683612.448,Vantaa
5232,Myllymäenranta,Kvarnbackastranden,1, ,tarja.itatalo@vantaa.fi,8/1/2024 0:00,luonnollinen luonnonkohde, ,6/21/2021 0:00,433,marko.hoffren@vantaa.fi,{2D8DFB10-5EA0-4FD2-A754-2467B2FEC56E},381974.2248,6686159.576,Vantaa
5233,Myllymäensilta,Kvarnbackabron,1, ,tarja.itatalo@vantaa.fi,8/1/2024 0:00,katu, ,6/21/2021 0:00,433,marko.hoffren@vantaa.fi,{27561102-2BBE-415E-BC73-DC7EA7FFEA8F},382018.3451,6686165.187,Vantaa
5234,Vantaankoskenpato,Vandaforsdammen,1, ,tarja.itatalo@vantaa.fi,8/1/2024 0:00,vesistökohde, ,6/21/2021 0:00,433,marko.hoffren@vantaa.fi,{BE9A61F1-25C8-40A1-8DDD-64CDB8529538},382000.5655,6686130.149,Vantaa
5235,Masuuniranta,Masugnsstranden,1, ,tarja.itatalo@vantaa.fi,8/1/2024 0:00,rakennettu luonnonkohde, ,6/21/2021 0:00,433,marko.hoffren@vantaa.fi,{C36C8C29-89B0-4A90-8CB4-A37B686C5267},382002.252,6686024.101,Vantaa
5236,MUONAMIEHENPOLKU,STATARSTIGEN,2, ,vuokko.rova@vantaa.fi,8/6/2021 0:00,katu, ,8/6/2021 0:00,433,vuokko.rova@vantaa.fi,{0EAE0920-2DE1-434F-8333-87F86C63D30A},387287.5167,6685104.236,Vantaa
5237,Turbiinitie,Turbinvägen,2, ,vuokko.rova@vantaa.fi,11/15/2021 0:00, , ,9/10/2021 0:00,433,vuokko.rova@vantaa.fi,{2F30A912-91A7-4361-930B-CB5B93EEE479},387024.7732,6687248.148,Vantaa
5238,AISAPARINKUJA,PARHÄSTGRÄDEN,2, ,annakaisa.haanpaa@vantaa.fi,9/27/2021 0:00, , ,9/27/2021 0:00,433,annakaisa.haanpaa@vantaa.fi,{43377739-686A-454E-BA09-497F982B1735},377542.2538,6680978.247,Vantaa
5239,AISAPARINKUJA,PARHÄSTGRÄDEN,2, ,annakaisa.haanpaa@vantaa.fi,9/27/2021 0:00, , ,9/27/2021 0:00,433,annakaisa.haanpaa@vantaa.fi,{6266583E-DCDE-4DFA-A251-6411375E151F},377621.9928,6681014.324,Vantaa
5240,Tapahtumakuja,Evenemangsgränden,1, ,tarja.itatalo@vantaa.fi,6/4/2024 0:00,katu, ,10/7/2021 0:00,433,ville.leppanen@vantaa.fi,{D5CBD306-711E-4BFE-A62A-BC0890A0DC31},381055.1085,6687976.844,Vantaa
5241,Tietotie,Datavägen,1, ,tarja.itatalo@vantaa.fi,2/15/2023 0:00, , ,10/11/2021 0:00,433,vuokko.rova@vantaa.fi,{B834A356-708C-4FF7-8145-7D00927DB7DD},387531.7488,6687718.672,Vantaa
5242,Varpustie, ,1, ,tarja.itatalo@vantaa.fi,10/28/2021 0:00, , ,10/28/2021 0:00,433,tarja.itatalo@vantaa.fi,{D2B2A8AC-6C3D-4580-95ED-8B60EF79C8EF},393415.9235,6693868.166,Vantaa
5243,Rivieranraitio,Rivieraspåren,1, ,tarja.itatalo@vantaa.fi,6/13/2023 0:00,muu, ,11/11/2021 0:00,433,anna.hellen@vantaa.fi,{9E07B90F-964A-4493-B53C-63EE6C8F4B5E},394738.8406,6681832.225,Vantaa
5244,Kuussillanoja,Sexbrodiken,2, ,anna.hellen@vantaa.fi,11/11/2021 0:00,luonnollinen luonnonkohde, ,11/11/2021 0:00,433,anna.hellen@vantaa.fi,{AF54E1EF-C109-49ED-B118-6F8B49601FB4},394480.6327,6681869.017,Vantaa
5245,Suunnistajankuja,Orienterargränden,1, ,tarja.itatalo@vantaa.fi,11/15/2021 0:00, , ,11/15/2021 0:00,433,tarja.itatalo@vantaa.fi,{0DB7C3F4-084D-4B11-8C8C-49330797579D},395548.1538,6680332.98,Vantaa
5246,Kivikaudenpuisto,Stenåldersparken,1, ,tarja.itatalo@vantaa.fi,5/3/2024 0:00,rakennettu luonnonkohde, ,11/18/2021 0:00,433,marko.hoffren@vantaa.fi,{B64D5BD9-EAC8-46C1-BEBE-3AA785A2ED55},380688.3407,6682540.092,Vantaa
5247,Hakunilantie,Håkansbölevägen,2, ,tero.iikkanen,11/19/2021 0:00,katu, ,11/19/2021 0:00,433,tero.iikkanen,{4149B9FC-5B82-427D-8254-F968BF9BD7CA},395140.915,6683430.592,Vantaa
5248,Raudikkopuisto,Fuxparken,1, ,tarja.itatalo@vantaa.fi,11/19/2021 0:00, , ,11/19/2021 0:00,433,tarja.itatalo@vantaa.fi,{C30056C2-800E-41E1-BDD3-77ED4C55A8BC},395269.7527,6683670.608,Vantaa
5249,Kelokallionrinne,Torrraksbergsbrinken,1, ,tarja.itatalo@vantaa.fi,6/12/2023 0:00,katu, ,11/22/2021 0:00,433,noora.niemi,{BB154DF6-EE4B-4DA8-91C8-7A63A9576420},394785.9013,6682514.205,Vantaa
5250,Suopursuntie,Getporsplatsen,1, ,tarja.itatalo@vantaa.fi,2/14/2023 0:00, , ,12/3/2021 0:00,433,leena.kaunismaki@vantaa.fi,{A2BFD0EE-C7EE-47A8-BA31-3C234E53075A},391773.8011,6686422.189,Vantaa
5251,Purupihkanpolku,Tuggkådsstigen,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{0466AB82-5680-4561-8370-675AC50C8691},381225.7978,6682666.006,Vantaa
5252,Ruuhilaituri,Stockbåtsbryggan,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{5FEA5496-5BE8-43CD-8F03-0C3E793B5018},381315.8258,6682545.424,Vantaa
5253,Ruuhipiha,Stockbåtsgården,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{E8ACD271-1D03-4A96-94C1-6B163C681820},381354.0312,6682532.547,Vantaa
5254,Liesikuja,Elstadsgränden,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{3688C8D9-B293-4478-832C-79B7941F5EF1},381354.4377,6682607.398,Vantaa
5255,Liesipolku,Elstadsstigen,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{5D31F4D0-49A6-4A5F-922D-3BDA3BF81E76},381316.3954,6682648.692,Vantaa
5256,Myyrmäenraitti,Myrbackaleden,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{C102C991-5216-488C-90A8-9EC07EDD37AF},381171.8676,6682614.421,Vantaa
5257,Vaskivuorentie,Kopparbergsvägen,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{9AC66E2F-A094-4286-BFDA-7DBC184B8651},381337.6803,6682709.768,Vantaa
5258,Jönsaksentie,Jönsasvägen,2, ,marko.hoffren@vantaa.fi,12/9/2021 0:00,katu, ,12/9/2021 0:00,433,marko.hoffren@vantaa.fi,{0A623190-27D3-49F9-99F9-E0049C22883A},381405.1061,6682556.462,Vantaa
5259,Tikkurilanraitio,Dickursbyspåret,1, ,tarja.itatalo@vantaa.fi,10/31/2023 0:00,muu, ,12/20/2021 0:00,433,tea.taponen@vantaa.fi,{DD6A0DA1-7589-4531-835D-86E982C3F7D2},391672.7782,6685804.277,Vantaa
5260,Asematie,Stationsvägen,2, ,seppo.niva@vantaa.fi,1/17/2022 0:00,katu, ,1/17/2022 0:00,433,seppo.niva@vantaa.fi,{86A2E247-6021-4F4A-95DD-6CFC1F860850},391733.3717,6685644.72,Vantaa
5261,Vehkapolku,Missnestigen,2, ,seppo.niva@vantaa.fi,1/17/2022 0:00,katu, ,1/17/2022 0:00,433,seppo.niva@vantaa.fi,{25BA44B9-B9E5-4CA2-BE43-38CA15468D84},391665.2934,6685549.931,Vantaa
5262,Siirtolanpolku,Kolonistigen,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,katu, ,2/9/2022 0:00,433,veli-pekka.ristimaki@vantaa.fi,{6CEBEE9D-B9AB-4E85-8064-C34C08DBD24C},381209.0907,6685994.459,Vantaa
5263,Georg ja Anna Collinin puisto,Georg och Anna Collins park,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,luonnollinen luonnonkohde, ,2/9/2022 0:00,433,veli-pekka.ristimaki@vantaa.fi,{345B61A0-6FBD-4248-87FB-74574D11D5D5},381328.0451,6686072.94,Vantaa
5264,Kinkeripiha,Läsförhörsgården,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,katu, ,2/9/2022 0:00,433,veli-pekka.ristimaki@vantaa.fi,{364111D0-1AD5-4A90-B4D7-077460565FF4},381302.0352,6686136.814,Vantaa
5265,Kinkeritie,Läsförhörsvägen,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,katu, ,2/9/2022 0:00,433,veli-pekka.ristimaki@vantaa.fi,{BDAEE20C-83A3-440B-BED7-24191E178C0D},381251.6173,6686114.071,Vantaa
5266,Aviabulevardi,Aviabulevarden,2, ,vuokko.rova@vantaa.fi,2/15/2022 0:00, , ,2/15/2022 0:00,433,vuokko.rova@vantaa.fi,{7CBA333C-190B-4B33-8527-CDF6DCDA0EB9},387304.2108,6687401.522,Vantaa
5267,Härkähaantie,Oxhagsvägen,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,katu, ,2/17/2022 0:00,433,veli-pekka.ristimaki@vantaa.fi,{563D88DE-FEC9-4BA4-A245-D3F8997B49CA},381266.92,6686210.038,Vantaa
5268,Kuussillanpolku,Sexbrostigen,1, ,tarja.itatalo@vantaa.fi,6/13/2023 0:00,katu, ,2/22/2022 0:00,433,anna.hellen@vantaa.fi,{AF47DA6B-E63A-4470-B00D-27880D96AD6E},394860.7221,6681905.667,Vantaa
5269,RATATIE,BANVÄGEN,2,Uusi,seppo.niva@vantaa.fi,3/2/2022 0:00,katu, ,3/2/2022 0:00,433,seppo.niva@vantaa.fi,{C5821FCA-BFB9-40B2-B144-3583648A8467},391846.5691,6685624.386,Vantaa
5270,ASEMATIE,STATIONSVÄGEN,2,Uusi,seppo.niva@vantaa.fi,3/2/2022 0:00,katu, ,3/2/2022 0:00,433,seppo.niva@vantaa.fi,{B77493E1-DB82-402F-82F6-3776FB274642},391664.086,6685685.749,Vantaa
5271,ASEMATIE,STATIONVÄGEN,2,Uusi,seppo.niva@vantaa.fi,3/2/2022 0:00,katu, ,3/2/2022 0:00,433,seppo.niva@vantaa.fi,{7C5F31A0-E57F-41A8-BC1B-9A46D3865D56},391846.3438,6685575.061,Vantaa
5272,MÄNNISTÖNPOLKU,MÄNNISTÖSTIGEN,2,Uusi,seppo.niva@vantaa.fi,3/2/2022 0:00,katu, ,3/2/2022 0:00,433,seppo.niva@vantaa.fi,{C4909079-C91A-4CEA-AF39-33621B6E66A1},391792.6745,6685666.276,Vantaa
5273,Jokivarrentie, ,1, ,tarja.itatalo@vantaa.fi,5/16/2022 0:00,asemakaava, ,5/16/2022 0:00,433,tarja.itatalo@vantaa.fi,{FE64342E-C932-4308-8AB0-EA045D87B86D},396541.8567,6691537.371,Vantaa
5274,Plootukatu,Plåtmyntsgatan,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{E810D1AD-7EC5-4BD3-9336-040E28CBA5D4},387052.4459,6686601.411,Vantaa
5275,Huminatie,Surrvägen,2, ,vuokko.rova@vantaa.fi,5/27/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{D6B77D91-1A67-4E69-AA00-80E0DE838236},386897.8202,6686706.529,Vantaa
5276,Plootupuistikko,Plåtmyntsparken,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{67100EAF-5C45-4069-8D3A-EEAEEF3664A4},387144.7229,6686508.967,Vantaa
5277,Kahinapuisto,Prasselparken,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{B8531707-489A-4FE8-9138-28373E32FA5D},387062.1616,6686511.472,Vantaa
5278,Ropinapiha,Smattergården,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{42D8BC54-12ED-4D98-AAA8-144C24C32577},387016.3534,6686369.937,Vantaa
5279,Ropinaraitti,Smatterstråket,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{615178FF-4590-4353-80E5-AB2C355AB149},386950.6861,6686358.338,Vantaa
5280,Ropinakuja,Smattergränden,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{DCC7AEC9-404E-4177-8CFF-AA1106E1C5FF},386875.1998,6686334.199,Vantaa
5281,Muuranraitti,Murestråket,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{FCE29A83-C3EB-4A92-8BE3-0D5C433440B6},386825.5018,6686370.834,Vantaa
5282,Muuranaukio,Mureplatsen,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{27B3A4B9-D46E-4D78-B4BA-2B32AF63F18C},386782.9027,6686415.528,Vantaa
5283,Ritinäpiha,Knastergården,2, ,vuokko.rova@vantaa.fi,5/27/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{90B8AC00-97E5-4F03-892E-46A903590B35},386603.6412,6686405.487,Vantaa
5284,Ritinäraitti,Knasterstråket,2, ,vuokko.rova@vantaa.fi,5/27/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{072783FC-68FF-4A7C-B4C2-8A4FAA0F241C},386648.9276,6686392.409,Vantaa
5285,Paukepolku,Smällstigen,2, ,vuokko.rova@vantaa.fi,5/27/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{3B4DF665-1AC3-4E52-9BE4-EBE40E87D264},386682.4201,6686451.045,Vantaa
5286,Aurtuakatu,Örtugsgatan,2, ,charlotta.tanner@vantaa.fi,6/17/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{1A7ACB46-4330-4179-B734-EEE9EBB44870},386703.3845,6686494.96,Vantaa
5287,Aurtuaraitti,Örtugsstråket,2, ,charlotta.tanner@vantaa.fi,6/17/2022 0:00, , ,5/27/2022 0:00,433,vuokko.rova@vantaa.fi,{0E3EBD37-A756-4730-81DD-978A25E01216},386589.5421,6686600.351,Vantaa
5288,Muuran puistosilta,Mura parkbro,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,5/31/2022 0:00,433,vuokko.rova@vantaa.fi,{8B96145D-053D-4C1F-B949-904792361458},387198.5006,6686497.949,Vantaa
5289,Kahinaraitti,Prasselstråket,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,5/31/2022 0:00,433,vuokko.rova@vantaa.fi,{05F5103C-EB1F-47A9-88A1-3086A711BAB0},387000.5576,6686449.969,Vantaa
5290,Muuranraitio,Murespåret,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,5/31/2022 0:00,433,vuokko.rova@vantaa.fi,{B414F030-2DA3-4AF8-B96C-9A56A37FE8AB},386866.0977,6686434.092,Vantaa
5291,Kastanjapiha,Kastanjegården,1, ,tarja.itatalo@vantaa.fi,6/9/2022 0:00, , ,6/9/2022 0:00,433,tarja.itatalo@vantaa.fi,{44FE976C-9F3F-4505-BB17-4E39BD95B7FC},378495.201,6682046.87,Vantaa
5292,Vehkalanmäentie,Veckalbacksvägen,1, ,tarja.itatalo@vantaa.fi,6/9/2022 0:00, , ,6/9/2022 0:00,433,tarja.itatalo@vantaa.fi,{593C3863-AA81-46D9-BB28-64AA4F40BC11},379842.7724,6685329.113,Vantaa
5293,Linnoituskallio,Skansberget,1, ,tarja.itatalo@vantaa.fi,6/9/2022 0:00, , ,6/9/2022 0:00,433,tarja.itatalo@vantaa.fi,{D96CD935-0266-479D-98F1-2369E36A239B},395911.4488,6679898.57,Vantaa
5294,Hiirakkotie,Musblacksvägen,1, ,tarja.itatalo@vantaa.fi,6/9/2022 0:00, , ,6/9/2022 0:00,433,tarja.itatalo@vantaa.fi,{1C877457-11D4-4DAB-924E-34047F1C77AA},394977.7665,6683593.479,Vantaa
5295,Maakotkantie,Kungsörnsvägen,2, ,sari.simonen@vantaa.fi,6/20/2022 0:00, , ,6/20/2022 0:00,433,sari.simonen@vantaa.fi,{BDACF265-33D2-4E98-8F7A-385AEA649850},393752.3177,6691831.945,Vantaa
5296,Maakotkanaukio,Kungsörnsplatsen,2, ,sari.simonen@vantaa.fi,6/20/2022 0:00,katu, ,6/20/2022 0:00,433,sari.simonen@vantaa.fi,{5149D16E-F850-423A-832B-55B29842176E},393749.2876,6691799.248,Vantaa
5297,Tikkurilantie,Dickursbyvägen,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{5C589D2E-B98C-4B9D-B0FF-F24352A1E282},388681.1501,6685867.479,Vantaa
5298, , ,0, ,lari.jaakkola,6/22/2022 0:00, , ,6/22/2022 0:00,433,lari.jaakkola,{6C622AAF-E742-4DEB-868D-37B9626A3B3F},388687.9291,6685863.933,Vantaa
5299,Tikkurilantie,Dickursbyvägen,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{6E06D977-E463-4753-A9AC-084C51F88F82},388748.781,6685813.972,Vantaa
5300,Köyhämäentie,Fattigbackavägen,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{866089B4-A18E-49B5-9575-FE58D057FB87},388897.8387,6685662.465,Vantaa
5301,Niittytie,Ängsvägen,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{3601FEFC-7580-40B2-A80A-BD43185CB06A},389276.9743,6685621.779,Vantaa
5302,Keiholehdenkuja,Pilörtsgränden,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{FC289B43-5665-47C6-BE7F-BA5986C501F8},389630.1914,6685576.867,Vantaa
5303,Puutarhatie,Trädgårdsvägen,2, ,lari.jaakkola,6/22/2022 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{4E881408-22DD-4A5B-80B3-71D484F28F10},389765.8509,6685566.754,Vantaa
5304,Valoaukio,Ljusskvär,1, ,tarja.itatalo@vantaa.fi,6/12/2023 0:00,katu, ,6/22/2022 0:00,433,lari.jaakkola,{CFDAD658-5FC8-4F68-8300-DD6BD2198377},394840.1305,6684134.064,Vantaa
5305,Backaksen kartano,Backas herrgård,1, ,tarja.itatalo@vantaa.fi,6/30/2022 0:00, , ,6/30/2022 0:00,433,tarja.itatalo@vantaa.fi,{FE80D41F-D4A1-4BA7-88B2-061DC45A5DD4},386832.5571,6684823.088,Vantaa
5306,Lentoasemantie,Flygstationsvägen,2, ,vuokko.rova@vantaa.fi,7/5/2022 0:00,katu, ,7/5/2022 0:00,433,vuokko.rova@vantaa.fi,{AADE3A0C-1219-4203-8067-F4987737C425},387256.6097,6686625.403,Vantaa
