Nimi_suom,Nimi_ruots,Kunta
Miilupolku,Kolmilastigen,Helsinki
Miilutie,Kolmilavägen,Helsinki
Mikael Lybeckin katu,Mikael Lybecks gata,Helsinki
Mikael Soinisen tie,Mikael Soininens väg,Helsinki
Mikkolankuja,Mickelsgränden,Helsinki
Mikkolantie,Mickelsvägen,Helsinki
Mikonkatu,Mikaelsgatan,Helsinki
Mikonmäenpolku,Mikonmäkistigen,Helsinki
Mikonpojanpolku,Mickelssonsstigen,Helsinki
Mikroskooppikuja,Mikroskopgränden,Helsinki
Minervankatu,Minervagatan,Helsinki
Minna Canthin katu,Minna Canths gata,Helsinki
Mittakuja,Måttgränden,Helsinki
Moisiontie,Moisiovägen,Helsinki
Moreenitie,Moränvägen,Helsinki
Mosaiikkiraitti,Mosaikstråket,Helsinki
Mottitie,Mottivägen,Helsinki
Muinaislinnanpolku,Fornborgsstigen,Helsinki
Muinaislinnantie,Fornborgsvägen,Helsinki
Muinaistutkijantie,Fornforskarvägen,Helsinki
Munkinpolku,Munkstigen,Helsinki
Munkkiniemen puistotie,Munksnäs allén,Helsinki
Munkkiniemenranta,Munksnässtrand,Helsinki
Munkkisaarenkatu,Munkholmsgatan,Helsinki
Muonamiehentie,Statarvägen,Helsinki
Muotoilijankatu,Designergatan,Helsinki
Muotoilijanpiha,Designergården,Helsinki
Muottikuja,Gjutformgränden,Helsinki
Murattitie,Murgrönsvägen,Helsinki
Museokatu,Museigatan,Helsinki
Mustalahdentie,Svartviksvägen,Helsinki
Mustanhalssinkuja,Svarthalsgränden,Helsinki
Mustankivenaukio,Svartstensplatsen,Helsinki
Mustankivenkatu,Svartstensgatan,Helsinki
Mustankivenraitti,Svartstensstråket,Helsinki
Mustanmäenkuja,Svartbackagränden,Helsinki
Mustanniemenkuja,Svartnäsgränden,Helsinki
Mustanniemenrinne,Svartnäsbrinken,Helsinki
Mustanniementie,Svartnäsvägen,Helsinki
Mustapuronpolku,Svartbäcksstigen,Helsinki
Mustasaarenkuja,Svartholmsgränd,Helsinki
Mustialankatu,Mustialagatan,Helsinki
Mustikkamaanpolku,Blåbärslandsstigen,Helsinki
Mustikkamaantie,Blåbärslandsvägen,Helsinki
Mustikkarinne,Blåbärsbrinken,Helsinki
Mustikkasuontie,Blåbärskärrsvägen,Helsinki
Muukalaiskatu,Främlingsgatan,Helsinki
Muuntajankatu,Transformatorgatan,Helsinki
Muurahaisenpolku,Hästmyrstigen,Helsinki
Muurikuja,Murgränden,Helsinki
Muusankuja,Musans gränd,Helsinki
Muusanpolku,Musans stig,Helsinki
Muuttolinnunkuja,Flyttfågelsgränden,Helsinki
Muuttolinnuntie,Flyttfågelsvägen,Helsinki
Myllyaukio,Kvarnplatsen,Helsinki
Myllykalliontie,Kvarnbergsvägen,Helsinki
Myllymatkantie,Kvarnfärdsvägen,Helsinki
Myllynkiventie,Kvarnstensvägen,Helsinki
Myllypadontie,Kvarndammsvägen,Helsinki
Myllypellonpolku,Kvarnsåkersstigen,Helsinki
Myllypellontie,Kvarnåkersvägen,Helsinki
Myllypurontie,Kvarnbäcksvägen,Helsinki
Myllytie,Kvarnvägen,Helsinki
Myllytuvantie,Kvarnstuguvägen,Helsinki
Myllyväenpolku,Kvarnfolksstigen,Helsinki
Myllärintanhua,Mjölnartået,Helsinki
Myllärintie,Mjölnarvägen,Helsinki
Myrskyläntie,Mörskomvägen,Helsinki
Myrttitie,Myrtenvägen,Helsinki
Mäenalus,Undibacken,Helsinki
Mäenharju,Backkrönet,Helsinki
Mäenlaskijantie,Backhopparvägen,Helsinki
Mäkelänkatu,Backasgatan,Helsinki
Mäkelänrinne,Backasbrinken,Helsinki
Mäkikallionkuja,Mäkikalliogränden,Helsinki
Mäkikurpankuja,Morkullsgränden,Helsinki
Mäkipellonkuja,Backåkersgränden,Helsinki
Mäkipellontie,Backåkersvägen,Helsinki
Mäkiriihentie,Ribackavägen,Helsinki
Mäkitorpankuja,Kullatorpsgränd,Helsinki
Mäkitorpanpolku,Kullatorpsstigen,Helsinki
Mäkitorpantie,Kullatorpsvägen,Helsinki
Männikkötie,Talldungevägen,Helsinki
Mäntsäläntie,Mäntsälävägen,Helsinki
Mäntylahdenkuja,Tallviksgränd,Helsinki
Mäntyniementie,Talluddsvägen,Helsinki
Mäntypaadentie,Tallklobbsvägen,Helsinki
Mäntytie,Tallvägen,Helsinki
Märssykuja,Märsgränden,Helsinki
Niinimäentie,Lindkullavägen,Helsinki
Niittaajankatu,Nitargatan,Helsinki
Niittaajankuja,Nitargränden,Helsinki
Niittykulmantie,Ängshörnsvägen,Helsinki
Niittyluhdankuja,Slåttermossgränden,Helsinki
Niittyluhdantie,Slåttermossvägen,Helsinki
Niittylänpolku,Ängsskogsstigen,Helsinki
Niittyläntie,Ängsskogsvägen,Helsinki
Niittyrannankuja,Ängsmarsgränd,Helsinki
Niittyranta,Ängsmaren,Helsinki
Niittyvillantie,Tuvlocksvägen,Helsinki
Niitynperänpolku,Ängslyckestigen,Helsinki
Niitynperäntie,Ängslyckevägen,Helsinki
Nikonkuja,Nikogränden,Helsinki
Nuijamiestenramppi,Klubbekrigarrampen,Helsinki
Nuijamiestentie,Klubbekrigarvägen,Helsinki
Nukarinkuja,Nuckarsgränden,Helsinki
Nukarintie,Nuckarsvägen,Helsinki
Nummikuja,Hedgränden,Helsinki
Nummitie,Hedvägen,Helsinki
Nuolitie,Pilvägen,Helsinki
Nuottaniementie,Notuddsvägen,Helsinki
Nuottapolku,Notstigen,Helsinki
Nupikuja,Nubbgränden,Helsinki
Nuppukuja,Knoppgränden,Helsinki
Nurkkatie,Hörnvägen,Helsinki
Nyyrikintie,Nyyrikkivägen,Helsinki
Näkinkuja,Näckens gränd,Helsinki
Näkinpolku,Näckens stig,Helsinki
Närekuja,Stölingsgränden,Helsinki
Näsinojankuja,Näsebäcksgränden,Helsinki
Näsinojantie,Näsebäcksvägen,Helsinki
Näyttelijäntie,Skådespelarvägen,Helsinki
Näätäkuja,Mårdgränd,Helsinki
Näätätie,Mårdvägen,Helsinki
Ohjaajantie,Regissörsvägen,Helsinki
Ohjaskuja,Tygelgränden,Helsinki
Ohrahuhdantie,Kornfallsvägen,Helsinki
Ohralankuja,Ohralagränden,Helsinki
Ohralantie,Ohralavägen,Helsinki
Oikokatu,Gengatan,Helsinki
Oinaankuja,Vädurens gränd,Helsinki
Oinaantie,Vädurens väg,Helsinki
Ojamäentie,Bäcksbackavägen,Helsinki
Oksasenkatu,Oksanengatan,Helsinki
Olavinlinnantie,Olofsborgsvägen,Helsinki
Olkilyhteentie,Halmkärvsvägen,Helsinki
Olkipolku,Halmstigen,Helsinki
Olkitie,Stråhalmsvägen,Helsinki
Ollilankuja,Ollasgränd,Helsinki
Ollilantie,Ollasvägen,Helsinki
Oltermannintie,Åldermansvägen,Helsinki
Olympiaranta,Olympiastranden,Helsinki
Omenamäenkatu,Äppelbacksgatan,Helsinki
Onkikuja,Metspögränd,Helsinki
Onnentie,Lyckovägen,Helsinki
Opastinsilta,Semaforbron,Helsinki
Operaattorinkatu,Operatörsgatan,Helsinki
Opettajankuja,Lärargränden,Helsinki
Opettajanpolku,Lärarstigen,Helsinki
Oppipojankuja,Lärlingsgränden,Helsinki
Oppipojantie,Lärlingsvägen,Helsinki
Orakas,Taggsvampen,Helsinki
Orapihlajakuja,Hagtornsgränd,Helsinki
Orapihlajatie,Hagtornsvägen,Helsinki
Oraspolku,Broddstigen,Helsinki
Oravatie,Ekorrvägen,Helsinki
Provianttikatu,Proviantgatan,Helsinki
Proviisorinraitti,Provisorstråket,Helsinki
Puhuritie,Ilvägen,Helsinki
Puijonkatu,Puijogatan,Helsinki
Puikkari,Nätstickan,Helsinki
Puikkopolku,Stickstigen,Helsinki
Puikkotie,Stickvägen,Helsinki
Puimuripolku,Tröskstigen,Helsinki
Puistokaari,Parksvängen,Helsinki
Puistokatu,Parkgatan,Helsinki
Puistolan raitti,Parkstads bygata,Helsinki
Puistolantanhua,Parkstadstået,Helsinki
Puistolantie,Parkstadsvägen,Helsinki
Pukinmäenkaari,Bocksbackabågen,Helsinki
Pukkilantie,Pukkilavägen,Helsinki
Pulttitie,Bultvägen,Helsinki
Punahilkantie,Rödluvans väg,Helsinki
Punakanelinkuja,Rödkanelgränden,Helsinki
Punakivenkuja,Rödstensgränden,Helsinki
Punakiventie,Rödstensvägen,Helsinki
Punamäenpolku,Rödbackastigen,Helsinki
Punanotkonkatu,Röddäldsgatan,Helsinki
Punapaadenkuja,Rödhällsgränd,Helsinki
Punapaadentie,Rödhällsvägen,Helsinki
Punatulkuntie,Domherrevägen,Helsinki
Punatuvantie,Rödstuguvägen,Helsinki
Punavuorenkatu,Rödbergsgatan,Helsinki
Punnuspolku,Lodstigen,Helsinki
Punttikuja,Buntgränden,Helsinki
Puolaharju,Lingonåsen,Helsinki
Puolaharjunkuja,Lingonåsgränden,Helsinki
Puolimatkanpolku,Halvvägsstigen,Helsinki
Puolipäivänkatu,Tolvskottsgatan,Helsinki
Puotilan metrokatu,Botby metrogata,Helsinki
Puotilan metrotori,Botby metrotorg,Helsinki
Puotilantie,Botbygårdsvägen,Helsinki
Purjeentekijänkuja,Segelmakargränden,Helsinki
Purjehtijankuja,Seglargränden,Helsinki
Purjetie,Segelvägen,Helsinki
Purjetuulenkuja,Kultjegränden,Helsinki
Purjetuulentie,Kultjevägen,Helsinki
Puroniitynlaakso,Bäckängsdalen,Helsinki
Puroniityntie,Bäckängsvägen,Helsinki
Puronvarsi,Bäckbrinken,Helsinki
Purotie,Bäckvägen,Helsinki
Purpurikuja,Potpurrigränden,Helsinki
Purpuripolku,Potpurristigen,Helsinki
Purserinkuja,Pursergränden,Helsinki
Pursimiehenkatu,Båtsmansgatan,Helsinki
Pursipolku,Slupstigen,Helsinki
Putkitie,Rörvägen,Helsinki
Puunaulankuja,Pliggränden,Helsinki
Puunkaatajanpolku,Trädfällarstigen,Helsinki
Puunkaatajantie,Trädfällarvägen,Helsinki
Puusepänkatu,Snickaregatan,Helsinki
Puuskakuja,Knysgränd,Helsinki
Puuskaniementie,Knysnäsvägen,Helsinki
Puuskarinne,Knysbrinken,Helsinki
Puustellinpolku,Boställsstigen,Helsinki
Puustellinrinne,Boställsbrinken,Helsinki
Puustellintie,Boställsvägen,Helsinki
Puusuutarintie,Lestmakarvägen,Helsinki
Pyhtääntie,Pyttisvägen,Helsinki
Pyhän Laurin tie,Sankt Lars väg,Helsinki
Pykälätie,Paragrafvägen,Helsinki
Pyrytie,Yrsnövägen,Helsinki
Pyterlahdenkuja,Pyterlaxgränden,Helsinki
Pyynikintie,Pyynikkivägen,Helsinki
Pyörökivenkuja,Hjulstensgränd,Helsinki
Pyörökiventie,Hjulstensvägen,Helsinki
Pyörörinne,Hjulbrinken,Helsinki
Pyötsaarenkuja,Bötögränden,Helsinki
Pähkinäsaarenkatu,Nöteborgsgatan,Helsinki
Pähkinätie,Hasselnötsvägen,Helsinki
Päijänteentie,Päijännevägen,Helsinki
Päitsitie,Betselvägen,Helsinki
Päiväläisentie,Dagsverkarvägen,Helsinki
Päivänkukantie,Prästkragsvägen,Helsinki
Päivänpalauksenpolku,Solståndsstigen,Helsinki
Päivänsalontie,Päivänsalovägen,Helsinki
Päiväperhonpolku,Fjärilsstigen,Helsinki
Päiväperhontie,Fjärilsvägen,Helsinki
Päivärinnankatu,Päivärintagatan,Helsinki
Päivölänkuja,Päivölägränden,Helsinki
Päivöläntie,Päivölävägen,Helsinki
Pälkäneentie,Pälkänevägen,Helsinki
Pärnunkatu,Pärnugatan,Helsinki
Pääpolku,Huvudstigen,Helsinki
Pääskylahdentie,Svalviksvägen,Helsinki
Pääskylänkatu,Svalbogatan,Helsinki
Pääskylänrinne,Svalbobrinken,Helsinki
Päästäisenkuja,Näbbmusgränden,Helsinki
Päätie,Huvudvägen,Helsinki
Raaseporintie,Raseborgsvägen,Helsinki
Raatetie,Vattenklövervägen,Helsinki
Raatimiehenkatu,Rådmansgatan,Helsinki
Radanrakentajantie,Banbyggarvägen,Helsinki
Radiokatu,Radiogatan,Helsinki
Radiokuja,Radiogränden,Helsinki
Radioniementie,Radiouddsvägen,Helsinki
Raekuja,Hagelgränden,Helsinki
Raetie,Hagelvägen,Helsinki
Rahakamarinkatu,Drätselgatan,Helsinki
Rahakamarintori,Drätseltorget,Helsinki
Rahapajankatu,Myntgatan,Helsinki
Rahkatie,Vitmossvägen,Helsinki
Rahtarinkatu,Fraktargatan,Helsinki
Raidepolku,Spårstigen,Helsinki
Raisiontie,Resovägen,Helsinki
Raitamaantie,Pilslättsvägen,Helsinki
Raitamäenkuja,Sälgbackagränden,Helsinki
Raitamäentie,Sälgbackavägen,Helsinki
Raiviontie,Rödjevägen,Helsinki
Rajametsäntie,Råskogsvägen,Helsinki
Rajapaadenpolku,Råbergsstigen,Helsinki
Rajapaadenraitti,Råbergsstråket,Helsinki
Rajapolku,Råstigen,Helsinki
Rajasaarenpenger,Råholmsbanken,Helsinki
Rajasaarentie,Råholmsvägen,Helsinki
Rajatie,Råvägen,Helsinki
Rajaveräjänpolku,Rågrindsstigen,Helsinki
Rajaveräjäntie,Rågrindsvägen,Helsinki
Rakennusmestarintie,Byggmästarvägen,Helsinki
Rakentajantie,Husbyggarvägen,Helsinki
Rakettipolku,Raketstigen,Helsinki
Rakovalkeanpolku,Nyingsstigen,Helsinki
Rakovalkeantie,Nyingsvägen,Helsinki
Rakuunantie,Dragonvägen,Helsinki
Ramsaynranta,Ramsays strand,Helsinki
Ramsinniementie,Ramsöuddsvägen,Helsinki
Ranckenintie,Ranckens väg,Helsinki
Rannikkolaivurinkuja,Kustskeppargränden,Helsinki
Rannikkolaivurinpolku,Kustskepparstigen,Helsinki
Rannikkolaivurintie,Kustskepparvägen,Helsinki
Salomonkatu,Salomonsgatan,Helsinki
Salotie,Ödemarksvägen,Helsinki
Salpausseläntie,Salpausselkävägen,Helsinki
Samettikuja,Sammetsgränden,Helsinki
Sammalparrankuja,Gråmossagränden,Helsinki
Sauramatie,Kamomillvägen,Helsinki
Sauvontie,Saguvägen,Helsinki
Savelankuja,Lerstrandsgränden,Helsinki
Savelantie,Lerstrandsvägen,Helsinki
Savikiekontie,Lerduvevägen,Helsinki
Savilankatu,Savilagatan,Helsinki
Savitaipaleentie,Savitaipalevägen,Helsinki
Savonkatu,Savolaxgatan,Helsinki
Schildtinpolku,Schildtsstigen,Helsinki
Schybergsonintie,Schybergsonsvägen,Helsinki
Seilorinkatu,Sejlorgatan,Helsinki
Selim Lindqvistin kuja,Selim Lindqvists gränd,Helsinki
Seljatie,Flädervägen,Helsinki
Selkämerenkatu,Bottenhavsgatan,Helsinki
Selkämerenpiha,Bottenhavsplanen,Helsinki
Selkämerenpolku,Bottenhavsstigen,Helsinki
Sellerikuja,Sellerigränden,Helsinki
Selmankatu,Selmagatan,Helsinki
Seltterikuja,Seltersgränden,Helsinki
Sentnerikuja,Centnergränden,Helsinki
Rantakartanontie,Strandgårdsvägen,Helsinki
Rantakivenpolku,Strandstensstigen,Helsinki
Rantakiventie,Strandstensvägen,Helsinki
Rantapaadentie,Strandhällsvägen,Helsinki
Rantapolku,Strandstigen,Helsinki
Rantatöyry,Strandliden,Helsinki
Rantavarastontie,Strandmagasinsvägen,Helsinki
Rapakivenkuja,Örstensgränden,Helsinki
Rapakiventie,Örstensvägen,Helsinki
Rapolanpolku,Rapolastigen,Helsinki
Rapolantie,Rapolavägen,Helsinki
Rapparinkuja,Rappargränden,Helsinki
Rapparintie,Rapparvägen,Helsinki
Rapuojantie,Krabbäcksvägen,Helsinki
Rasavilliuksenkuja,Bullerbasiusgränden,Helsinki
Rasinkuja,Rasigränden,Helsinki
Rasintie,Rasivägen,Helsinki
Rasmuksenkuja,Rasmusgränden,Helsinki
Rasmuksenpolku,Rasmusstigen,Helsinki
Rasmuksentie,Rasmusvägen,Helsinki
Rastilanraitti,Rastbölestråket,Helsinki
Rastilantie,Rastbölevägen,Helsinki
Ratakatu,Bangatan,Helsinki
Ratamestarinkatu,Banmästargatan,Helsinki
Ratamopolku,Grobladsstigen,Helsinki
Ratapihantie,Bangårdsvägen,Helsinki
Ratasmyllynkuja,Hjulkvarnsgränden,Helsinki
Ratasmyllyntie,Hjulkvarnsvägen,Helsinki
Ratavallintie,Banvallsvägen,Helsinki
Ratavartijankatu,Banvaktsgatan,Helsinki
Rattitie,Rattvägen,Helsinki
Rauhankatu,Fredsgatan,Helsinki
Raul Hellbergin raitti,Raul Hellbergs stråk,Helsinki
Raumantie,Raumovägen,Helsinki
Rauninkuja,Raunigränden,Helsinki
Raussinpolku,Raussistigen,Helsinki
Raussintie,Raussivägen,Helsinki
Rautahatuntie,Järnhattsvägen,Helsinki
Rautalammintie,Rautalampivägen,Helsinki
Rautapaidantie,Brynjevägen,Helsinki
Rautatieläisenkatu,Järnvägsmannagatan,Helsinki
Rautiontie,Grovsmedsvägen,Helsinki
Rautjärventie,Rautjärvivägen,Helsinki
Reelinki,Relingen,Helsinki
Refanutinpolku,Refanutstigen,Helsinki
Reginankuja,Reginagränden,Helsinki
Rehbinderintie,Rehbindervägen,Helsinki
Reiherintie,Reihersvägen,Helsinki
Reijolankatu,Grejusgatan,Helsinki
Reino Helismaan tie,Reino Helismaas väg,Helsinki
Reitkallinkuja,Bredskallsgränden,Helsinki
Rekikuja,Slädgränden,Helsinki
Rekipellontie,Rejpeltvägen,Helsinki
Rekitie,Slädvägen,Helsinki
Relanderinaukio,Relandersplatsen,Helsinki
Renginpolku,Drängstigen,Helsinki
Renvallinkuja,Renvallsgränden,Helsinki
Reposalmentie,Rävsundsvägen,Helsinki
Repossaarentie,Repoxholmsvägen,Helsinki
Repovuorentie,Rävbergsvägen,Helsinki
Reppukatu,Ränselgatan,Helsinki
Reppukuja,Ränselgränden,Helsinki
Resedatie,Resedavägen,Helsinki
Resiinakuja,Dressingränden,Helsinki
Retkeilijänkatu,Vandrargatan,Helsinki
Retkeilijänkuja,Vandrargränden,Helsinki
Retkeilijänpolku,Vandrarstigen,Helsinki
Revontulentie,Norrskensvägen,Helsinki
Rialtonkuja,Rialtogränden,Helsinki
Ribbinginhovi,Ribbingshov,Helsinki
Ribbingintie,Ribbingövägen,Helsinki
Rihlakuja,Reffelgränd,Helsinki
Riihenkulma,Rikroken,Helsinki
Riihenkulmanpolku,Rikroksstigen,Helsinki
Riihikallionkuja,Ribergsgränden,Helsinki
Riihikallionpolku,Ribergsstigen,Helsinki
Riihikalliontie,Ribergsvägen,Helsinki
Riihipellonkuja,Riåkersgränden,Helsinki
Riihipellontie,Riåkersvägen,Helsinki
Riihitie,Rievägen,Helsinki
Riimukuja,Grimmgränden,Helsinki
Riimusauvantie,Runstavsvägen,Helsinki
Riistavuorenkuja,Djurbergsgränd,Helsinki
Riitankuja,Britagränden,Helsinki
Rikalantie,Rikalavägen,Helsinki
Rikhard Nymanin tie,Rikhard Nymans väg,Helsinki
Rikhardinkatu,Richardsgatan,Helsinki
Rikunkuja,Rikugränden,Helsinki
Rimpisuontie,Flarkvägen,Helsinki
Rinne,Branten,Helsinki
Rinnepolku,Brantstigen,Helsinki
Rintamasotilaantie,Frontsoldatsvägen,Helsinki
Rintinpolku,Grindstigen,Helsinki
Ripekuja,Åslappsgränden,Helsinki
Ripetie,Åslappsvägen,Helsinki
Ristiretkeläistenkatu,Korsfarargatan,Helsinki
Risto Rytin kuja,Risto Rytis gränd,Helsinki
Risto Rytin tie,Risto Rytis väg,Helsinki
Ristolantie,Kristersvägen,Helsinki
Risupadontie,Risdammsvägen,Helsinki
Ritarikatu,Riddaregatan,Helsinki
Ritokalliontie,Ritobergsvägen,Helsinki
Ritvalankuja,Ritvalagränden,Helsinki
Ritvalantie,Ritvalavägen,Helsinki
Riukukuja,Gärdselgränden,Helsinki
Riukutie,Gärdselvägen,Helsinki
Robert Hermansonin tie,Robert Hermansons väg,Helsinki
Rohdinkuja,Blaggarnsgränden,Helsinki
Rohkatie,Linkamsvägen,Helsinki
Roihuvuorentie,Kasbergsvägen,Helsinki
Roineentie,Roinevägen,Helsinki
Roomankatu,Romgatan,Helsinki
Rousku,Riskan,Helsinki
Rouvienpolku,Fruarnas stig,Helsinki
Rudolfinkuja,Rudolfsgränden,Helsinki
Rudolfintie,Rudolfsvägen,Helsinki
Ruiskukantie,Rågblomstervägen,Helsinki
Rukatunturintie,Rukatunturivägen,Helsinki
Rukkilanpolku,Rukkilastigen,Helsinki
Rukkilanrinne,Rukkilabrinken,Helsinki
Rukkilantie,Rukkilavägen,Helsinki
Rukotie,Såtvägen,Helsinki
Rukoushuoneentie,Bönehusvägen,Helsinki
Rumpupolku,Trumstigen,Helsinki
Runeberginkatu,Runebergsgatan,Helsinki
Runoilijanpolku,Skaldestigen,Helsinki
Runonlaulajanpolku,Runosångarstigen,Helsinki
Runonlaulajantie,Runosångarvägen,Helsinki
Runopolku,Runostigen,Helsinki
Ruoholahdenkatu,Gräsviksgatan,Helsinki
Ruoholahdenranta,Gräsvikskajen,Helsinki
Ruoholahdentori,Gräsvikstorget,Helsinki
Ruohopolku,Grässtigen,Helsinki
Ruohotie,Gräsvägen,Helsinki
Ruonapolku,Grundsundsstigen,Helsinki
Ruonasalmentie,Grundsundsvägen,Helsinki
Ruorimiehentie,Rorgängarvägen,Helsinki
Ruoritie,Rodervägen,Helsinki
Ruosilankuja,Rosasgränden,Helsinki
Ruosilantie,Rosasvägen,Helsinki
Ruotsinpyhtääntie,Strömforsvägen,Helsinki
Ruotsinsalmenkuja,Svensksundsgränden,Helsinki
Ruotsinsalmenrinne,Svensksundsbrinken,Helsinki
Ruotsinsalmentie,Svensksundsvägen,Helsinki
Ruotumestarinkatu,Rotemästargatan,Helsinki
Ruotutorpankuja,Rotetorpsgränden,Helsinki
Ruotutorpantie,Rotetorpsvägen,Helsinki
Rusthollarinkuja,Rusthållargränden,Helsinki
Rusthollarintie,Rusthållarvägen,Helsinki
Rusthollinpolku,Rusthållsstigen,Helsinki
Ruukinlahdentie,Bruksviksvägen,Helsinki
Ruusankatu,Rosagatan,Helsinki
Ruusulankatu,Rosavillagatan,Helsinki
Ruusuniementie,Rosenuddsvägen,Helsinki
Ruusutarhantie,Rosengårdsvägen,Helsinki
Ruutanakuja,Rudgränd,Helsinki
Ruutikuja,Krutgränden,Helsinki
Ruutinkatu,Ruthgatan,Helsinki
Rykmentintie,Regementsvägen,Helsinki
Rynnästie,Bogvägen,Helsinki
Rypsikuja,Rypsgränden,Helsinki
Rysäkuja,Ryssjegränden,Helsinki
Ryynikuja,Gryngränden,Helsinki
Ryytikuja,Kryddgränden,Helsinki
Ryytimaankuja,Kryddgårdsgränd,Helsinki
Ryytimaantie,Kryddgårdsvägen,Helsinki
Rälssintie,Frälsevägen,Helsinki
Ränkikuja,Bogträgränden,Helsinki
Ränkitie,Bogträvägen,Helsinki
Rättärinpolku,Rättarestigen,Helsinki
Rödje-Fantsin tie,Rödje-Fantsvägen,Helsinki
Rörstrandinkatu,Rörstrandsgatan,Helsinki
Saanatunturintie,Saanatunturivägen,Helsinki
Saarankatu,Saragatan,Helsinki
Saarenkatu,Holmgatan,Helsinki
Saarenmaankatu,Öselgatan,Helsinki
Saarihuhdantie,Holmfallsvägen,Helsinki
Saariniemenkatu,Holmnäsgatan,Helsinki
Saariselänkuja,Saariselkägränden,Helsinki
Saariseläntie,Saariselkävägen,Helsinki
Saarnaajantie,Predikantvägen,Helsinki
Saarnitie,Askträdsvägen,Helsinki
Saavikuja,Sågränden,Helsinki
Saavipolku,Såstigen,Helsinki
Sadetie,Regnvägen,Helsinki
Sahaajankatu,Sågaregatan,Helsinki
Sahaajankuja,Sågaregränden,Helsinki
Sahamyllyntie,Sågkvarnsvägen,Helsinki
Sahatie,Sågvägen,Helsinki
Sahtikuja,Kvassgränden,Helsinki
Saimaankatu,Saimagatan,Helsinki
Sakara,Hornet,Helsinki
Sakarinkatu,Zachrisgatan,Helsinki
Perintökaarentie,Ärvdabalksvägen,Helsinki
Perkiöntie,Rödjansvägen,Helsinki
Permanto,Parterren,Helsinki
Permantokuja,Parterrgränden,Helsinki
Pernajantie,Pernåvägen,Helsinki
Perttulantie,Bertasvägen,Helsinki
Pertunpellonraitti,Bertåkerstået,Helsinki
Pertunpellontie,Bertåkersvägen,Helsinki
Perustie,Grundvägen,Helsinki
Perämiehenkatu,Styrmansgatan,Helsinki
Peräsinpolku,Styresstigen,Helsinki
Peräsintie,Styresvägen,Helsinki
Pesäkuja,Bikupegränden,Helsinki
Petaksenkuja,Petasgränd,Helsinki
Petaksentie,Petasvägen,Helsinki
Petter Wetterin polku,Petter Wetters stig,Helsinki
Petter Wetterin tie,Petter Wetters väg,Helsinki
Peukaloisentie,Tummelitens väg,Helsinki
Peuratie,Renvägen,Helsinki
Pieksupolku,Pjäxstigen,Helsinki
Pienen Villasaaren tie,Lilla Ullholmsvägen,Helsinki
Pienenkarhunpolku,Lilla björnstigen,Helsinki
Pieni Roobertinkatu,Lilla Robertsgatan,Helsinki
Piennar,Åkerrenen,Helsinki
Pietari Hannikaisen tie,Pietari Hannikainens väg,Helsinki
Pietari Kalmin katu,Pehr Kalms gata,Helsinki
Pietarinkatu,Petersgatan,Helsinki
Pietarinkuja,Petersgränden,Helsinki
Pietiläntie,Pehrsvägen,Helsinki
Pihapolku,Gårdsstigen,Helsinki
Pihatie,Gårdstunet,Helsinki
Pihkapolku,Kådstigen,Helsinki
Pihkatie,Kådvägen,Helsinki
Pihlajamäentie,Rönnbackavägen,Helsinki
Pihlajasaarenkatu,Rönnskärsgatan,Helsinki
Pihlajatie,Rönnvägen,Helsinki
Pihlajistonkuja,Rönningegränden,Helsinki
Pihlajistontie,Rönningevägen,Helsinki
Piianpolku,Pigstigen,Helsinki
Piikinkuja,Piksgränden,Helsinki
Piikintie,Piksvägen,Helsinki
Piilikuja,Pilträdsgränden,Helsinki
Piimäenpolku,Pibackastigen,Helsinki
Piippuhylly,Piphyllan,Helsinki
Piispantie,Biskopsvägen,Helsinki
Pikajuoksijankuja,Sprintergränden,Helsinki
Pikalähetintie,Enspännarvägen,Helsinki
Pikipolku,Beckbrännarstigen,Helsinki
Pikkalankatu,Pickalagatan,Helsinki
Pikkaraiskuja,Kortmansgränden,Helsinki
Pikkaraispolku,Kortmansstigen,Helsinki
Pikkaraistie,Kortmansvägen,Helsinki
Pikkolopolku,Pickolastigen,Helsinki
Pikku Satamakatu,Lilla Hamngatan,Helsinki
Pikkukoskentie,Lillforsvägen,Helsinki
Pikkumatintie,Pikkumattivägen,Helsinki
Pikkupurontie,Lillbäcksvägen,Helsinki
Pikkusuonkuja,Lillmossegränden,Helsinki
Pikkusuontie,Lillmossevägen,Helsinki
Pilssikuja,Kölsvinsgränden,Helsinki
Pilvilinnankatu,Luftslottsgatan,Helsinki
Pitkänsillanranta,Långbrokajen,Helsinki
Pituuspiiri,Longituden,Helsinki
Pitäjänmäentie,Sockenbackavägen,Helsinki
Plazankuja,Plazagränden,Helsinki
Plutonkuja,Plutogränden,Helsinki
Pläsinpellonkuja,Bläsåkersgränden,Helsinki
Pohjanpellonkuja,Norråkersgränd,Helsinki
Pohjanpellontie,Norråkersvägen,Helsinki
Pohjantähdenkuja,Polstjärnegränden,Helsinki
Pohjantähdentie,Polstjärnevägen,Helsinki
Pohjavedenkatu,Grundvattensgatan,Helsinki
Pohjavedenkuja,Grundvattensgränden,Helsinki
Pohjavedenportti,Grundvattensporten,Helsinki
Pohjavedenraitti,Grundvattensstråket,Helsinki
Pohjoinen Hesperiankatu,Norra Hesperiagatan,Helsinki
Pohjoinen Makasiinikatu,Norra Magasinsgatan,Helsinki
Pohjoinen Rautatiekatu,Norra Järnvägsgatan,Helsinki
