index,Nimi,Namn,Kunta
10953,Kivipolku,Stenstigen,Helsinki
10954,Koivumäenpolku,Björkbackastigen,Helsinki
10955,Roomankuja,Romgränden,Helsinki
10956,Suomenlinna E,Sveaborg E,Helsinki
10957,Rukankuja,Rukagränden,Helsinki
10958,Vasikkasaari,Kalvholmen,Helsinki
10959,Kontokinkatu,Kontokkigatan,Helsinki
10960,Suomenlinna C,Sveaborg C,Helsinki
10961,Viikin opetus- ja tutkimustila,Viks undervisnings- och försöksgård,Helsinki
10962,Ainonkatu,Ainogatan,Helsinki
10963,Airoparinkuja,Årparsgränden,Helsinki
10964,Airoparintie,Årparsvägen,Helsinki
10965,Airoranta,Årstrand,Helsinki
10966,Airotie,Årvägen,Helsinki
10967,Airuentie,Budbärarvägen,Helsinki
10968,Aisatie,Skalmvägen,Helsinki
10969,Aittatie,Bodvägen,Helsinki
10970,Aiturinraitti,Häcklöparstråket,Helsinki
10971,Aivinakuja,Linvävsgränden,Helsinki
10972,Ajomiehentie,Körkarlsvägen,Helsinki
10973,Ajopolku,Skallgången,Helsinki
10974,Ajurinaukio,Formansplatsen,Helsinki
10975,Akkutie,Ackumulatorvägen,Helsinki
10976,Akseli,Axeln,Helsinki
10977,Aksiisipolku,Accisstigen,Helsinki
10978,Aku Korhosen tie,Aku Korhonens väg,Helsinki
10979,Ala-Malmin raitti,Nedre Malms stråk,Helsinki
10980,Alakiventie,Understensvägen,Helsinki
10981,Alankotie,Låglandsvägen,Helsinki
10982,Albertinkatu,Albertsgatan,Helsinki
10983,Aleksanteri Nevskin katu,Alexander Nevskis gata,Helsinki
10984,Aleksanterinkatu,Alexandersgatan,Helsinki
10985,Aleksis Kiven katu,Aleksis Kivis gata,Helsinki
10986,Alempi Talonpojantie,Nedre Bondevägen,Helsinki
10987,Alhokuja,Lakaängsgränd,Helsinki
10988,Alkukuja,Alkugränden,Helsinki
10989,Alkutie,Alkuvägen,Helsinki
10990,Allotriankuja,Allotriagränden,Helsinki
10991,Alppikatu,Alpgatan,Helsinki
10992,Alppikylänkatu,Alpbygatan,Helsinki
10993,Alppikylänkuja,Alpbygränden,Helsinki
10994,Alvar Aallon katu,Alvar Aaltos gata,Helsinki
10995,Alvionkuja,Alviogränden,Helsinki
10996,Alviontie,Alviovägen,Helsinki
10997,Amiraali Cronstedtin ranta,Amiral Cronstedts strand,Helsinki
10998,Amiraalinkatu,Amiralsgatan,Helsinki
10999,Ampiaiskuja,Getinggränden,Helsinki
11000,Ampujantie,Skyttevägen,Helsinki
11001,Angervotie,Spireavägen,Helsinki
11002,Anianpellontie,Anianpeltovägen,Helsinki
11003,Ankkapurhankuja,Ankapurhagränden,Helsinki
11004,Ankkurikatu,Ankargatan,Helsinki
11005,Annalankuja,Annebergsgränd,Helsinki
11006,Annankatu,Annegatan,Helsinki
11007,Ansaritie,Orangerivägen,Helsinki
11008,Antinkatu,Anttigatan,Helsinki
11009,Antti Korpin tie,Anders Korps väg,Helsinki
11010,Antti Mäen kuja,Antti Mäkis gränd,Helsinki
11011,Apajapolku,Varpstigen,Helsinki
11012,Apollonkatu,Apollogatan,Helsinki
11013,Apteekkarinkatu,Apotekargatan,Helsinki
11014,Apteekkarinraitti,Apotekarstråket,Helsinki
11015,Arabiankatu,Arabiagatan,Helsinki
11016,Arabianmäenpolku,Arabiabacksstigen,Helsinki
11017,Arabianpolku,Arabiastigen,Helsinki
11018,Arentikuja,Arrendegränden,Helsinki
11019,Asiakkaankatu,Kundgatan,Helsinki
11020,Askarkuja,Askarslättsgränd,Helsinki
11021,Askartie,Askarslättsvägen,Helsinki
11022,Askolantie,Askolavägen,Helsinki
11023,Asteritie,Astervägen,Helsinki
11024,Asteroidikuja,Asteroidgränden,Helsinki
11025,Asujanpolku,Inbyggarestigen,Helsinki
11026,Ateneuminkuja,Ateneumgränden,Helsinki
11027,Atlaksenkuja,Atlasgränden,Helsinki
11028,Atomitie,Atomvägen,Helsinki
11029,Auertie,Solröksvägen,Helsinki
11030,Aukustinkuja,Augustgränden,Helsinki
11031,Aulangontie,Aulankovägen,Helsinki
11032,Aurapolku,Plogstigen,Helsinki
11033,Aurinkokuja,Solgränden,Helsinki
11034,Aurinkolahden puistotie,Solviksallén,Helsinki
11035,Aurinkomäenkuja,Solbackagränden,Helsinki
11036,Aurinkomäentie,Solbackavägen,Helsinki
11037,Aurinkoranta,Solstranden,Helsinki
11038,Aurinkotuulenkatu,Solvindsgatan,Helsinki
11039,Aurorankatu,Auroragatan,Helsinki
11040,Auroranportti,Auroraporten,Helsinki
11041,Autotallintie,Garagevägen,Helsinki
11042,Beckerintie,Beckersvägen,Helsinki
11043,Bengalinpolku,Bengalenstigen,Helsinki
11044,Bergantie,Bergavägen,Helsinki
11045,Berliininkatu,Berlingatan,Helsinki
11046,Bernhardinkatu,Bernhardsgatan,Helsinki
11047,Bertel Jungin tie,Bertel Jungs väg,Helsinki
11048,Bertha Pauligin katu,Bertha Pauligs gata,Helsinki
11049,Betonitie,Betongvägen,Helsinki
11050,Biologinkatu,Biologgatan,Helsinki
11051,Birger Kaipiaisen katu,Birger Kaipiainens gata,Helsinki
11052,Birger Kaipiaisen piha,Birger Kaipiainens gård,Helsinki
11053,Birgittalaiskatu,Birgittingatan,Helsinki
11054,Bomansonintie,Bomansonsvägen,Helsinki
11055,Borgströminkuja,Borgströmsgränden,Helsinki
11056,Brahelinnantie,Brahelinnavägen,Helsinki
11057,Brysselinkatu,Brysselgatan,Helsinki
11058,Bulevardi,Bulevarden,Helsinki
11059,Böstaksentie,Böstasvägen,Helsinki
11060,Caloniuksenkatu,Caloniusgatan,Helsinki
11061,Castréninkatu,Castrénsgatan,Helsinki
11062,Chydeniuksentie,Chydeniusvägen,Helsinki
11063,Cygnaeuksenkatu,Cygnaeusgatan,Helsinki
11064,Dagmarinkatu,Dagmarsgatan,Helsinki
11065,Damaskuksentie,Damaskusvägen,Helsinki
11066,Dosentintie,Docentvägen,Helsinki
11067,Dunckerinkatu,Dunckergatan,Helsinki
11068,Döbelninkatu,Döbelnsgatan,Helsinki
11069,E.J. Nyströmin polku,E.J. Nyströms stig,Helsinki
11070,Edelfeltintie,Edelfeltsvägen,Helsinki
11071,Eduskuntakatu,Riksdagsgatan,Helsinki
11072,Eerik Pyhän kuja,Erik den Heliges gränd,Helsinki
11073,Eerikinkatu,Eriksgatan,Helsinki
11074,Eeronpolku,Eerostigen,Helsinki
11075,Ehrenströmintie,Ehrenströmsvägen,Helsinki
11076,Ehrensvärdintie,Ehrensvärdsvägen,Helsinki
11077,Eino Leinon katu,Eino Leinos gata,Helsinki
11078,Eiranranta,Eirastranden,Helsinki
11079,Eliel Saarisen tie,Eliel Saarinens väg,Helsinki
11080,Hiekkakiventie,Sandstensvägen,Helsinki
11081,Hiekkalaiturinraitti,Sandkajsstråket,Helsinki
11082,Hiekkalaiturintie,Sandkajsvägen,Helsinki
11083,Hiekkarannantie,Sandstrandsvägen,Helsinki
11084,Hietakummuntie,Sandkullavägen,Helsinki
11085,Hietalahdenkatu,Sandviksgatan,Helsinki
11086,Hietalahdenranta,Sandvikskajen,Helsinki
11087,Hietaniemenkatu,Sanduddsgatan,Helsinki
11088,Hietaniityntie,Sandängsvägen,Helsinki
11089,Hietanummenkuja,Sandmalmsgränden,Helsinki
11090,Hietapellonpolku,Sandåkersstigen,Helsinki
11091,Hietapellontie,Sandåkersvägen,Helsinki
11092,Hietasaarenkuja,Sandholmsgränden,Helsinki
11093,Hiidenkiukaantie,Jätterösvägen,Helsinki
11094,Hiidenkivenkuja,Trollstensgränden,Helsinki
11095,Hiidenkiventie,Trollstensvägen,Helsinki
11096,Hiidenmaankatu,Dagögatan,Helsinki
11097,Hiidenportti,Trollporten,Helsinki
11098,Hiihtomäentie,Skidbacksvägen,Helsinki
11099,Hiihtäjäntie,Skidlöparvägen,Helsinki
11100,Hiilikatu,Kolgatan,Helsinki
11101,Hiilloskuja,Glödgränden,Helsinki
11102,Hiirakonkuja,Skimmelgränd,Helsinki
11103,Hiisikuja,Trollgränden,Helsinki
11104,Hiisipolku,Trollstigen,Helsinki
11105,Hiittistenkuja,Hitisgränden,Helsinki
11106,Hilapellontie,Ledåkersvägen,Helsinki
11107,Hilatie,Ledvägen,Helsinki
11108,Hilda Flodinin aukio,Hilda Flodins plats,Helsinki
11109,Hilda Flodinin kuja,Hilda Flodins gränd,Helsinki
11110,Hillerikuja,Illergränd,Helsinki
11111,Hilparipolku,Hillebardsstigen,Helsinki
11112,Himmelipolku,Himmelstigen,Helsinki
11113,Himmelitie,Himmelvägen,Helsinki
11114,Hinnerjoenkuja,Hinnerjokigränden,Helsinki
11115,Hiomokuja,Sliperigränden,Helsinki
11116,Hiomopolku,Sliperistigen,Helsinki
11117,Hiomotie,Sliperivägen,Helsinki
11118,Hippiäistie,Kungsfågelsvägen,Helsinki
11119,Hirsipadontie,Timmerdammsvägen,Helsinki
11120,Hirvilahdenkuja,Älgviksgränden,Helsinki
11121,Hirvitie,Älgvägen,Helsinki
11122,Hitsaajankatu,Svetsargatan,Helsinki
11123,Holkkitie,Holkvägen,Helsinki
11124,Hollantilaisentie,Holländarvägen,Helsinki
11125,Hollolantie,Hollolavägen,Helsinki
11126,Honkaluodonrinne,Furuskärsbrinken,Helsinki
11127,Honkatie,Furuvägen,Helsinki
11128,Honkilahdentie,Honkilaxvägen,Helsinki
11129,Hopeakaivoksentie,Silvergruvsvägen,Helsinki
11130,Hopeasalmenranta,Silversundsstranden,Helsinki
11131,Hopeasalmentie,Silversundsvägen,Helsinki
11132,Hopeatie,Silvervägen,Helsinki
11133,Hopeavuorenkatu,Hopeavuorigatan,Helsinki
11134,Horsmakuja,Dunörtsgränd,Helsinki
11135,Huhmarekuja,Mortelgränden,Helsinki
11136,Huhtakivenkuja,Svedstensgränden,Helsinki
11137,Huhtapolku,Fallåkersstigen,Helsinki
11138,Huhtasuontie,Svedmyrsvägen,Helsinki
11139,Huhtatie,Fallåkersvägen,Helsinki
11140,Huilupolku,Flöjtstigen,Helsinki
11141,Huivipolku,Hucklestigen,Helsinki
11142,Humalistonkatu,Hummelgatan,Helsinki
11143,Humalniementie,Humleuddsvägen,Helsinki
11144,Humikkalankuja,Humikkalagränd,Helsinki
11145,Humikkalantie,Humikkalavägen,Helsinki
11146,Huntukuja,Slöjgränden,Helsinki
11147,Huntupolku,Slöjstigen,Helsinki
11148,Huntutie,Slöjvägen,Helsinki
11149,Elielinaukio,Elielplatsen,Helsinki
11150,Elimäenkatu,Elimägatan,Helsinki
11151,Eljaksentie,Eliasvägen,Helsinki
11152,Elonkuja,Elogränden,Helsinki
11153,Elonpolku,Elostigen,Helsinki
11154,Elontie,Elovägen,Helsinki
11155,Elovalkeantie,Kornblixtvägen,Helsinki
11156,Eläinlääkärinkatu,Veterinärsgatan,Helsinki
11157,Eläinlääkärinkuja,Veterinärsgränden,Helsinki
11158,Eläintarhantie,Djurgårdsvägen,Helsinki
11159,Energiakatu,Energigatan,Helsinki
11160,Engelinaukio,Engelplatsen,Helsinki
11161,Ensi linja,Första linjen,Helsinki
11162,Ensi parvi,Första raden,Helsinki
11163,Ensi-Kodin tie,Ensi-Kotivägen,Helsinki
11164,Erik Lönnrothin kuja,Erik Lönnroths gränd,Helsinki
11165,Erik Spåren tie,Erik Spåres väg,Helsinki
11166,Erkki Kivisen kuja,Erkki Kivinens gränd,Helsinki
11167,Erkki Melartinin tie,Erkki Melartins väg,Helsinki
11168,Ernst Lindelöfin katu,Ernst Lindelöfs gata,Helsinki
11169,Erottajankatu,Skillnadsgatan,Helsinki
11170,Ervastinkuja,Ervastsgränden,Helsinki
11171,Erätie,Jaktfärdsvägen,Helsinki
11172,Esikkopolku,Primulastigen,Helsinki
11173,Esikoisentie,Förstlingsvägen,Helsinki
11174,Eskelinsuo,Eskilsmossen,Helsinki
11175,Eskolankuja,Eskosgränden,Helsinki
11176,Eskolantie,Eskosvägen,Helsinki
11177,Esterinportti,Estersporten,Helsinki
11178,Estetie,Hindervägen,Helsinki
11179,Eteläesplanadi,Södra Esplanaden,Helsinki
11180,Etelähuhdankuja,Södersvedsgränden,Helsinki
11181,Eteläinen Hesperiankatu,Södra Hesperiagatan,Helsinki
11182,Eteläinen Makasiinikatu,Södra Magasinsgatan,Helsinki
11183,Eteläinen Rautatiekatu,Södra Järnvägsgatan,Helsinki
11184,Eteläkärjentie,Söderuddsvägen,Helsinki
11185,Eteläranta,Södra kajen,Helsinki
11186,Eteläreimarintie,Sydremmarvägen,Helsinki
11187,Etumetsänpolku,Framskogsstigen,Helsinki
11188,Etumetsäntie,Framskogsvägen,Helsinki
11189,Etupellontie,Framåkersvägen,Helsinki
11190,Eurantie,Euravägen,Helsinki
11191,Fabianinkatu,Fabiansgatan,Helsinki
11192,Fallinkuja,Fallsgränden,Helsinki
11193,Fallkullantie,Fallkullavägen,Helsinki
11194,Fallpakankuja,Fallbackagränden,Helsinki
11195,Fallpakantie,Fallbackavägen,Helsinki
11196,Fanninpenger,Fannyterrassen,Helsinki
11197,Fantsintie,Fantsvägen,Helsinki
11198,Fastbölentie,Fastbölevägen,Helsinki
11199,Fenixinrinne,Fenixbranten,Helsinki
11200,Fiikuspolku,Fikusstigen,Helsinki
11201,Fiikustie,Fikusvägen,Helsinki
11202,Filpuksenpolku,Filpusstigen,Helsinki
11203,Fleminginkatu,Flemingsgatan,Helsinki
11204,Floorantie,Floravägen,Helsinki
11205,Fokka,Focken,Helsinki
11206,Fredrikinkatu,Fredriksgatan,Helsinki
11207,Fredriksberginkatu,Fredriksbergsgatan,Helsinki
11208,Freesenkatu,Freesegatan,Helsinki
11209,Fregattikuja,Fregattgränden,Helsinki
11210,Fregattitie,Fregattvägen,Helsinki
11211,Furumonkuja,Furumogränden,Helsinki
11212,Furuvikintie,Furuviksvägen,Helsinki
11213,Gadolininkatu,Gadolinsgatan,Helsinki
11214,Gneissipolku,Gnejsstigen,Helsinki
11215,Granfeltintie,Granfeltsvägen,Helsinki
11216,Graniittitie,Granitvägen,Helsinki
11217,Gunillankuja,Gunillagränden,Helsinki
11218,Gunillantie,Gunillavägen,Helsinki
11219,Gunnel Nymanin katu,Gunnel Nymans gata,Helsinki
11220,Gunnel Nymanin piha,Gunnel Nymans gård,Helsinki
11221,Gustav Pauligin katu,Gustav Pauligs gata,Helsinki
11222,Haagan pappilantie,Haga prästgårdsväg,Helsinki
11223,Haagan urheilutie,Haga sportväg,Helsinki
11224,Haahkakuja,Ådgränden,Helsinki
11225,Haahkapolku,Ådstigen,Helsinki
11226,Haahkatie,Ådvägen,Helsinki
11227,Haaksikuja,Haxegränden,Helsinki
11228,Haapalahdenkatu,Aspviksgatan,Helsinki
11229,Haapalahdenkuja,Aspviksgränden,Helsinki
11230,Haapaniemenkatu,Aspnäsgatan,Helsinki
11231,Haapapolku,Aspstigen,Helsinki
11232,Haapasaarentie,Aspholmsvägen,Helsinki
11233,Haapatie,Aspvägen,Helsinki
11234,Haapsalunkuja,Hapsalgränden,Helsinki
11235,Haarapääskynkuja,Ladusvalugränden,Helsinki
11236,Haarniskatie,Harneskvägen,Helsinki
11237,Haartmaninkatu,Haartmansgatan,Helsinki
11238,Haastemiehentie,Stämningsmansvägen,Helsinki
11239,Haavikkopolku,Aspdungestigen,Helsinki
11240,Haavikkotie,Aspdungevägen,Helsinki
11241,Hakalantie,Hakalavägen,Helsinki
11242,Hakamäenkuja,Skogsbackagränden,Helsinki
11243,Hakaniemen torikatu,Hagnästorgsgatan,Helsinki
11244,Hakaniemenranta,Hagnäskajen,Helsinki
11245,Hakkukuja,Hackgränden,Helsinki
11246,Hakolahdenkuja,Risviksgränd,Helsinki
11247,Hakolahdentie,Risviksvägen,Helsinki
11248,Hakostarontie,Hakostarovägen,Helsinki
11249,Hakunintie,Håkansvägen,Helsinki
11250,Halistentie,Hallisvägen,Helsinki
11251,Halkosuonkuja,Vedakärrsgränden,Helsinki
11252,Halkosuonpolku,Vedakärrsstigen,Helsinki
11253,Halkosuontie,Vedakärrsvägen,Helsinki
11254,Hallainvuorentie,Hallonbergsvägen,Helsinki
11255,Hallatie,Frostvägen,Helsinki
11256,Hallituskatu,Regeringsgatan,Helsinki
11257,Halmetie,Brännvägen,Helsinki
11258,Halsuantie,Halsovägen,Helsinki
11259,Halvarilanpolku,Halvarsstigen,Helsinki
11260,Hammarskjöldintie,Hammarskjöldsvägen,Helsinki
11261,Hankainpolku,Årtullsstigen,Helsinki
11262,Hankaintie,Årtullsvägen,Helsinki
11263,Hankasuontie,Hankmossvägen,Helsinki
11264,Hannanpenger,Hannaterrassen,Helsinki
11265,Hannukselanpolku,Hannusasstigen,Helsinki
11266,Hannukselantie,Hannusasvägen,Helsinki
11267,Hannunkuja,Hansgränden,Helsinki
11268,Hannuntie,Hansvägen,Helsinki
11269,Hanslankarinkuja,Hantlangargränden,Helsinki
11270,Hanslankarinpolku,Hantlangarstigen,Helsinki
11271,Hanuripolku,Dragspelsstigen,Helsinki
11272,Hapero,Krämlan,Helsinki
11273,Harakkamyllyntie,Holkkvarnsvägen,Helsinki
11274,Haravakuja,Harvgränden,Helsinki
11275,Harbonkatu,Harbogatan,Helsinki
11276,Harjannetie,Krönvägen,Helsinki
11277,Harjantekijäntie,Borstmakarvägen,Helsinki
11278,Harjukatu,Åsgatan,Helsinki
11279,Harjutori,Åstorget,Helsinki
11280,Harjutorinkatu,Åstorgsgatan,Helsinki
11281,Harkkoraudantie,Tackjärnsvägen,Helsinki
11282,Harmaahaikarankuja,Hägergränden,Helsinki
11283,Harmaapaadentie,Gråhällsvägen,Helsinki
11284,Harmajankatu,Gråharagatan,Helsinki
11285,Hattelmalantie,Hattelmalavägen,Helsinki
11286,Hattulantie,Hattulavägen,Helsinki
11287,Hatuntekijänkuja,Hattmakargränden,Helsinki
11288,Hauhontie,Hauhovägen,Helsinki
11289,Haukilahdenkatu,Gäddviksgatan,Helsinki
11290,Haukilahdenkuja,Gäddviksgränden,Helsinki
11291,Haukkakatu,Falkgatan,Helsinki
11292,Haukkakuja,Falkgränden,Helsinki
11293,Havukuja,Barrdoftsgränden,Helsinki
11294,Heikinlaaksontie,Henriksdalsvägen,Helsinki
11295,Heikinniementie,Hindersnäsvägen,Helsinki
11296,Heikkilänaukio,Heikasplatsen,Helsinki
11297,Heikkilänpolku,Heikasstigen,Helsinki
11298,Heikkiläntie,Heikasvägen,Helsinki
11299,Heimokuja,Stamgränden,Helsinki
11300,Heino Kasken katu,Heino Kaskis gata,Helsinki
11301,Heinolankatu,Heinolagatan,Helsinki
11302,Heinämiehentie,Slåtterkarlsvägen,Helsinki
11303,Heinäpellonkuja,Hejnåkersgränden,Helsinki
11304,Heinäpellonpolku,Hejnåkersstigen,Helsinki
11305,Heinäpellontie,Hejnåkersvägen,Helsinki
11306,Heinäsarankaari,Hötegsbågen,Helsinki
11307,Heinäsarantie,Hötegsvägen,Helsinki
11308,Heinäsuontie,Hökärrsvägen,Helsinki
11309,Heinätie,Hövägen,Helsinki
11310,Helatehtaankatu,Beslagfabriksgatan,Helsinki
11311,Helenankatu,Helenegatan,Helsinki
11312,Hellekuja,Solgassgränden,Helsinki
11313,Hellemäenpolku,Hetbackastigen,Helsinki
11314,Helluntaipolku,Pingststigen,Helsinki
11315,Helluntairaitti,Pingststråket,Helsinki
11316,Helminkatu,Helmigatan,Helsinki
11317,Helmiäispolku,Pärlemorstigen,Helsinki
11318,Helsinginkatu,Helsingegatan,Helsinki
11319,Helsinginkuja,Helsingegränd,Helsinki
11320,Helytie,Glittervägen,Helsinki
11321,Henkivartijantie,Drabantvägen,Helsinki
11322,Henrik Borgströmin polku,Henrik Borgströms stig,Helsinki
11323,Henrik Borgströmin tie,Henrik Borgströms väg,Helsinki
11324,Henrik Forsiuksen tie,Henrik Forsius väg,Helsinki
11325,Henrik Lättiläisen katu,Henrik av Lettlands gata,Helsinki
11326,Henrik Sohlbergin tie,Henrik Sohlbergs väg,Helsinki
11327,Henrikinkuja,Henriksgränden,Helsinki
11328,Henrikintie,Henriksvägen,Helsinki
11329,Henriksberginkuja,Henriksbergsgränden,Helsinki
11330,Henry Fordin katu,Henry Fords gata,Helsinki
11331,Hepokalliontie,Hästbergsvägen,Helsinki
11332,Herastuomarintie,Häradsdomarvägen,Helsinki
11333,Hermannin rantatie,Hermanstads strandväg,Helsinki
11334,Hernekuja,Ärtgränden,Helsinki
11335,Hernepellonkuja,Ärtåkersgränden,Helsinki
11336,Hernepellontie,Ärtåkersvägen,Helsinki
11337,Hernesaarenkatu,Ärtholmsgatan,Helsinki
11338,Hernesaarenranta,Ärtholmsstranden,Helsinki
11339,Hertanmäenkatu,Hertabacksgatan,Helsinki
11340,Heteniityntie,Gjutängsvägen,Helsinki
11341,Hevossalmentie,Hästnässundsvägen,Helsinki
11342,Hevostallintie,Stallvägen,Helsinki
11343,Hiekkajaalanranta,Sandskutsstranden,Helsinki
11344,Hiekkakivenpolku,Sandstensstigen,Helsinki
11345,Sivakkapolku,Andorstigen,Helsinki
11346,Myllyväenkatu,Kvarnfolksgatan,Helsinki
11347,Suopellonrinne,Kärråkersbrinken,Helsinki
11348,Välimerenkatu,Medelhavsgatan,Helsinki
11349,Valssiparinkuja,Valsparsgränden,Helsinki
11350,Virvokekuja,Läskedrycksgränden,Helsinki
11351,Franzéninkatu,Franzénsgatan,Helsinki
11352,Lontoonkuja,Londongränden,Helsinki
11353,Poseidoninkuja,Poseidongränden,Helsinki
11354,Malagankatu,Malagagatan,Helsinki
11355,Harjulankatu,Harjulagatan,Helsinki
11356,Rukatunturinrinne,Rukatunturibrinken,Helsinki
11357,Mankelipolku,Mangelstigen,Helsinki
11358,Pakkaajankatu,Packargatan,Helsinki
11359,Muinaisrannantie,Fornstrandsvägen,Helsinki
11360,Taubenkuja,Taubesgränden,Helsinki
11361,Bysantinkuja,Bysantsgränden,Helsinki
11362,Polariksenkatu,Polarisgatan,Helsinki
11363,Klaukkalanpuiston siirtolapuutarha,Klasasparkens koloniträdgård,Helsinki
11364,Mamsellimyllynkatu,Mamsellkvarnsgatan,Helsinki
11365,Haavikuja,Håvgränden,Helsinki
11366,Kap Hornin katu,Kap Hornsgatan,Helsinki
11367,Viitankruununpolku,Viitankruunustigen,Helsinki
11368,Länsisatamankuja,Västrahamnsgränden,Helsinki
11369,Paahtajankuja,Rostargränden,Helsinki
11370,Viitankruununtie,Viitankruunuvägen,Helsinki
11371,Herttoniemen siirtolapuutarha,Hertonäs koloniträdgård,Helsinki
11372,Haikolankatu,Haikolagatan,Helsinki
11373,Jätkäsaarenkuja,Busholmsgränden,Helsinki
11374,Ryynimyllynkatu,Grynkvarnsgatan,Helsinki
11375,Aurinkotie,Solvägen,Helsinki
11376,Tervaluoto,Tjärholmen,Helsinki
11377,Tattarikatu,Tattargatan,Helsinki
11378,Hevonojantie,Hevonojavägen,Helsinki
11379,Ratasmyllynraitti,Hjulkvarnsstråket,Helsinki
11380,Elisabeth Kochin tie,Elisabeth Kochs väg,Helsinki
11381,Aromikuja,Aromgränden,Helsinki
11382,Katarina Stenbockin katu,Katarina Stenbocks gata,Helsinki
11383,Aadolfinkatu,Adolfsgatan,Helsinki
11384,Aamukasteenkuja,Morgondaggsgränden,Helsinki
11385,Aamuruskonpolku,Morgonrådestigen,Helsinki
11386,Aamuruskontie,Morgonrådevägen,Helsinki
11387,Aapontie,Aapovägen,Helsinki
11388,Aarholmankuja,Arholmagränden,Helsinki
11389,Aarrekuja,Klenodgränden,Helsinki
11390,Aarteenetsijänkuja,Skattsökargränden,Helsinki
11391,Aarteenetsijäntie,Skattsökarvägen,Helsinki
11392,Aavasaksantie,Aavasaksavägen,Helsinki
11393,Abraham Wetterin tie,Abraham Wetters väg,Helsinki
11394,Abrahaminkatu,Abrahamsgatan,Helsinki
11395,Adalmiinankatu,Adalminas gata,Helsinki
11396,Adolf Lindforsin tie,Adolf Lindfors väg,Helsinki
11397,Agnetankuja,Agnetagränden,Helsinki
11398,Agricolankatu,Agricolagatan,Helsinki
11399,Agricolankuja,Agricolagränden,Helsinki
11400,Agronominkatu,Agronomgatan,Helsinki
11401,Agronominraitti,Agronomstråket,Helsinki
11402,Ahdekaunokintie,Rödklintsvägen,Helsinki
11403,Ahjokuja,Ässjegränd,Helsinki
11404,Ahmatie,Järvvägen,Helsinki
11405,Ahomäenkuja,Svedjebackagränd,Helsinki
11406,Ahomäentie,Svedjebackavägen,Helsinki
11407,Ahvenkoskenkuja,Abborforsgränden,Helsinki
11408,Ahvenkoskenpolku,Abborforsstigen,Helsinki
11409,Aidasmäentie,Gärdobackavägen,Helsinki
11410,Aino Acktén tie,Aino Acktés väg,Helsinki
11411,Karviaistie,Stickelvägen,Helsinki
11412,Kasarmikatu,Kaserngatan,Helsinki
11413,Kasemattikuja,Kasemattgränden,Helsinki
11414,Kaskenpolttajantie,Svedjebrännarvägen,Helsinki
11415,Kaskiauranpolku,Svedjeplogsstigen,Helsinki
11416,Kaskisaarentie,Svedjeholmsvägen,Helsinki
11417,Kaskitie,Svedvägen,Helsinki
11418,Kasperinkuja,Kaspergränden,Helsinki
11419,Kassaratie,Lövskärarvägen,Helsinki
11420,Kastanjatie,Kastanjevägen,Helsinki
11421,Kastelholmantie,Kastelholmsvägen,Helsinki
11422,Kastellinpolku,Kastellstigen,Helsinki
11423,Kasuunikuja,Kassungränden,Helsinki
11424,Kasöörinkatu,Kassörsgatan,Helsinki
11425,Katajaharjuntie,Enåsvägen,Helsinki
11426,Katajamäentie,Enkullavägen,Helsinki
11427,Katajanokankatu,Skatuddsgatan,Helsinki
11428,Katajanokanlaituri,Skatuddskajen,Helsinki
11429,Katajanokanranta,Skatuddsstranden,Helsinki
11430,Katajapolku,Enstigen,Helsinki
11431,Katariina Saksilaisen katu,Katarina av Sachsens gata,Helsinki
11432,Katariinankatu,Katarinegatan,Helsinki
11433,Katinkullanpolku,Kattguldsstigen,Helsinki
11434,Katiskapolku,Katsestigen,Helsinki
11435,Katiskatie,Katsevägen,Helsinki
11436,Kauhavankuja,Kauhavagränd,Helsinki
11437,Kaukopääntie,Kaukopäävägen,Helsinki
11438,Kauniinilmankuja,Vackertvädersgränden,Helsinki
11439,Kaunismäenkuja,Fagerkullagränden,Helsinki
11440,Kaunispääntie,Kaunispäävägen,Helsinki
11441,Kaupinmäenpolku,Krämarbackastigen,Helsinki
11442,Kaupintie,Krämarvägen,Helsinki
11443,Kauppakaarre,Köpkroken,Helsinki
11444,Kauppakartanonkatu,Handelshusgatan,Helsinki
11445,Kauppakartanonkuja,Handelshusgränden,Helsinki
11446,Kauppalankuja,Köpingsgränden,Helsinki
11447,Kauppalantie,Köpingsvägen,Helsinki
11448,Kauppamyllyntie,Handelskvarnsvägen,Helsinki
11449,Kauppaneuvoksentie,Kommerserådsvägen,Helsinki
11450,Kaupparaitti,Handelstået,Helsinki
11451,Kauppiaankatu,Köpmansgatan,Helsinki
11452,Kauriintie,Stenbockens väg,Helsinki
11453,Kaustakuja,Remgränden,Helsinki
11454,Kaustisenpolku,Kaustbystigen,Helsinki
11455,Kaustisentie,Kaustbyvägen,Helsinki
11456,Kaviopolku,Hästhovsstigen,Helsinki
11457,Kehruutie,Spånadsvägen,Helsinki
11458,Kehräkuja,Solgårdsgränden,Helsinki
11459,Kehtotie,Vaggvägen,Helsinki
11460,Kehäkukanpolku,Ringblomsstigen,Helsinki
11461,Kehäkukantie,Ringblomsvägen,Helsinki
11462,Keijontie,Keijovägen,Helsinki
11463,Keijukaistenpolku,Älvornas stig,Helsinki
11464,Keinulaudantie,Gungbrädsvägen,Helsinki
11465,Keinutie,Gungvägen,Helsinki
11466,Keiteleentie,Keitelevägen,Helsinki
11467,Kekomäentie,Kekomäkivägen,Helsinki
